COD PEDIDO,COD ARTICULO,NOMBRE ARTICULO,NUCLEO,GROSOR,FIRMEZA,ID MUJER1,MUJER1 altura,MUJER1 peso,MUJER1 imc,MUJER1 VALORACION,MUJER1 MOLESTIAS ANTES,MUJER1 MOLESTIAS DESPUES,ID HOMBRE1,HOMBRE1 altura,HOMBRE1 peso,HOMBRE1 imc,HOMBRE1 VALORACION,HOMBRE1 MOLESTIAS ANTES,HOMBRE1 MOLESTIAS DESPUES,ID NIÑO,NIÑO/A altura,NIÑO/A peso,NIÑO/A imc,NIÑO/A valoracion
7273,417,Nube Visco,muelles Ensacados,"32,5 cm",4,5752,"1,65",80,29,5,no,no,5751,"1,85",90,26,5,no,no,,,,,
7279,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4555,"1,74",68,22,5,no,no,4554,"1,82",75,23,5,si,no,,,,,
7283,417,Nube Visco,muelles Ensacados,"32,5 cm",4,3593,"1,55",54,22,5,no,no,3592,"1,7",61,21,5,no,no,,,,,
7283,417,Nube Visco,muelles Ensacados,"32,5 cm",4,5755,"1,55",54,22,5,no,no,5754,"1,7",61,21,5,no,no,,,,,
7331,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4449,"1,81",77,24,4,no,no,,,,,
7345,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4381,"1,62",60,23,5,si,no,4382,"1,78",80,25,5,-,no,,,,,
7369,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4547,"1,69",62,22,5,si,no,4546,"1,9",75,21,5,si,no,,,,,
7390,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4450,"1,71",80,27,5,si,si,,,,,
7391,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,,,,,,,,4451,"1,68",52,18,5
7427,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4557,"1,73",55,18,"4,5",no,no,4556,"1,81",90,27,"4,5",no,no,,,,,
7438,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,3682,"1,8",75,23,5,no,no,,,,,
7438,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,5839,"1,8",75,23,5,no,no,,,,,
7445,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4396,"1,7",68,24,5,no,no,4397,"1,85",75,22,5,no,no,,,,,
7466,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4410,"1,63",52,20,5,no,no,,,,,,,,,,,,
7534,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4548,"1,65",60,22,5,no,no,4549,"1,76",80,26,5,si,-,,,,,
7556,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4628,"1,65",64,24,5,no,no,4629,"1,75",70,23,5,no,no,,,,,
7588,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4304,"1,72",65,22,5,no,no,4303,"1,85",82,24,5,no,no,,,,,
7599,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4452,"1,76",70,23,5,no,no,,,,,
7638,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4512,"1,8",98,30,5,-,-,,,,,
7660,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4388,"1,69",52,18,"4,5",no,no,4387,"1,91",98,27,"4,5",no,no,,,,,
7692,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4435,"1,64",50,19,5,no,no,4436,"1,8",73,23,5,no,no,,,,,
7712,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4454,"1,7",65,22,5,no,no,4453,"1,8",84,26,5,si,no,,,,,
7801,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4439,"2,07",125,29,5,no,no,,,,,
7855,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4440,"1,53",50,21,5,no,no,4441,"1,75",65,21,5,no,no,,,,,
7872,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4443,"1,62",59,22,5,no,no,4442,"1,85",82,24,5,no,no,,,,,
8020,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4430,"1,69",56,20,5,no,no,,,,,,,,,,,,
8099,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4594,"1,5",47,21,5,no,no,4593,"1,7",70,24,5,no,no,,,,,
8198,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4599,"1,6",62,24,4,si,-,,,,,,,,,,,,
8199,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4600,"1,7",100,35,4,no,no,,,,,
8214,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4462,"1,65",60,22,4,no,no,4463,"1,78",90,28,4,no,no,,,,,
8218,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4635,"1,58",40,16,5,no,no,4634,"1,78",65,21,5,no,no,,,,,
8322,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4447,"1,77",89,28,"4,5",no,no,,,,,
8324,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,,,,,,,,4468,"1,65",50,18,5
8346,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,,,,,,,,4609,"1,6",45,18,4
8356,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4465,"1,68",64,23,5,no,no,,,,,,,,,,,,
8357,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4597,"1,58",50,20,5,si,no,4598,"1,8",80,25,5,no,no,,,,,
8409,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4301,"1,65",52,19,5,-,no,4302,"1,78",70,22,5,no,no,,,,,
8429,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4433,"1,6",55,21,"4,5",no,no,,,,,,,,,,,,
8438,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4519,"1,81",95,29,5,no,no,,,,,
8449,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4521,"1,7",62,21,"4,5",no,no,4520,"1,82",78,24,4,no,no,,,,,
8476,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4522,"1,9",70,19,5,no,no,,,,,
8509,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4564,"1,65",65,24,"4,5",no,no,4565,2,98,25,"4,5",no,no,,,,,
8567,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4562,"1,7",75,26,5,si,no,4561,"1,7",75,26,5,no,no,,,,,
8579,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4679,"1,65",58,21,5,no,no,4678,"1,79",68,21,5,no,no,,,,,
8583,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4274,"1,62",59,22,5,si,si,,,,,,,,,,,,
8638,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4708,"1,75",65,21,5,no,no,,,,,,,,,,,,
8682,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4681,"1,73",56,19,5,si,no,4680,"1,81",85,26,5,si,no,,,,,
8683,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4686,"1,56",60,25,5,no,no,4685,"1,7",75,26,5,no,no,,,,,
8701,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4724,"1,7",70,24,"4,5",-,no,4725,"1,73",85,28,"4,5",-,no,,,,,
8719,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4337,"1,7",60,21,4,no,no,4338,"1,78",65,21,5,no,no,,,,,
8724,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4362,"1,76",68,22,5,si,si,4361,"1,8",78,24,5,no,no,,,,,
8756,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4364,"1,65",90,33,5,no,no,4363,"1,79",90,28,5,si,no,,,,,
8948,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4348,"1,7",60,21,5,-,si,4347,"1,7",60,21,5,si,no,,,,,
8954,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4311,"1,6",55,21,5,no,no,4310,"1,75",65,21,5,no,no,,,,,
8975,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4328,"1,7",80,28,5,no,no,4329,"1,81",90,27,5,no,no,,,,,
8981,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,,,,,,,,4330,"1,6",50,20,5
8983,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,,,,,,,,4702,"1,65",58,21,5
9052,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4568,"1,6",65,25,5,no,no,4569,"1,8",80,25,5,no,no,,,,,
9159,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4689,"1,61",60,23,5,no,no,,,,,
9218,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4139,"1,95",95,25,3,no,no,,,,,
9218,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,6270,"1,95",95,25,3,no,no,,,,,
9223,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4136,"1,71",62,21,5,no,no,4135,"1,74",78,26,5,no,no,,,,,
9223,417,Nube Visco,muelles Ensacados,"32,5 cm",4,6267,"1,71",62,21,5,no,no,6266,"1,74",78,26,5,no,no,,,,,
9229,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4704,"1,72",65,22,"4,5",no,no,4703,"1,75",60,20,"4,5",no,no,,,,,
9439,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4540,"1,65",70,26,"3,5",si,si,4541,"1,79",85,27,"4,5",no,no,,,,,
9483,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4534,"1,75",65,21,5,no,no,4533,"1,92",90,24,5,no,no,,,,,
9541,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4806,"1,8",90,28,4,no,no,,,,,
9545,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4813,"1,6",55,21,5,no,no,4812,"1,85",80,23,5,no,no,,,,,
9549,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4913,"1,76",62,20,"4,5",si,no,4912,"1,82",84,25,4,si,no,,,,,
9564,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4929,"1,87",82,23,4,no,no,,,,,
9630,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4852,"1,73",60,20,5,no,no,,,,,,,,,,,,
9674,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4883,"1,75",65,21,5,no,no,4882,"1,9",85,24,5,no,no,,,,,
9678,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4849,"1,8",75,23,5,no,-,,,,,
9685,417,Nube Visco,muelles Ensacados,"32,5 cm",4,5005,"1,65",60,22,5,no,no,5004,"1,7",75,26,5,no,no,,,,,
9715,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4992,"1,68",68,24,5,no,no,4993,"1,75",85,28,5,no,no,,,,,
9719,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4988,"1,58",64,26,5,no,no,,,,,,,,,,,,
9760,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4785,"1,6",54,21,4,no,no,4786,"1,7",92,32,4,no,no,,,,,
9762,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4768,"1,8",75,23,5,no,no,,,,,
9790,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4995,"1,67",60,22,5,no,-,4994,"1,78",85,27,5,no,no,,,,,
9802,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4884,"1,62",80,30,5,si,no,,,,,,,,,,,,
9831,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4853,"1,62",50,19,5,si,no,4854,"1,65",80,29,5,si,no,,,,,
9912,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4907,"1,7",58,20,5,no,no,,,,,,,,,,,,
9919,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4922,"1,6",65,25,4,no,no,4921,"1,9",95,26,4,si,si,,,,,
10012,417,Nube Visco,muelles Ensacados,"32,5 cm",4,5012,"1,7",70,24,5,no,no,5011,"1,7",80,28,5,no,no,,,,,
10021,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,,,,,,,,4741,"1,72",82,28,5
10145,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4997,"1,73",70,23,5,no,no,,,,,
10169,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4409,"1,7",50,17,5,no,no,4408,"1,7",60,21,5,no,no,,,,,
10365,417,Nube Visco,muelles Ensacados,33 cm,4,,,,,,,,5267,"1,65",46,17,4,no,no,,,,,
10410,417,Nube Visco,muelles Ensacados,"32,5 cm",4,5032,"1,65",55,20,"4,5",si,no,,,,,,,,,,,,
10491,417,Nube Visco,muelles Ensacados,"32,5 cm",4,5136,"1,48",60,27,5,no,no,,,,,,,,,,,,
10848,417,Nube Visco,muelles Ensacados,33 cm,4,5269,"1,52",54,23,5,no,no,,,,,,,,,,,,
10959,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,,,,,,,,4859,"1,85",78,23,5
11074,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4949,"1,71",52,18,5,no,no,,,,,,,,,,,,
11094,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,,,,,,,,4909,"1,2",17,12,5
11123,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4760,"1,78",70,22,5,no,no,,,,,
11227,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,,,,,,,,4986,"1,5",42,19,5
11268,417,Nube Visco,muelles Ensacados,33 cm,4,5271,"1,6",74,26,"4,5",no,no,,,,,,,,,,,,
11345,417,Nube Visco,muelles Ensacados,33 cm,4,,,,,,,,5272,"1,75",90,29,5,no,no,,,,,
11384,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4759,"1,78",68,21,"4,5",no,no,,,,,
11392,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4893,"1,8",66,20,4,no,si,4892,"1,8",64,20,4,no,si,,,,,
11442,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4800,"1,7",62,21,4,si,no,4801,"1,73",75,25,4,si,no,,,,,
11473,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4987,"1,85",70,20,4,no,no,,,,,,,,,,,,
11521,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4887,"1,75",65,21,5,no,no,,,,,,,,,,,,
11545,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4877,"1,65",52,19,5,no,no,4876,"1,7",75,26,5,si,no,,,,,
11636,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4866,"1,75",70,23,"4,5",no,no,4865,"1,8",80,25,5,no,no,,,,,
11782,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4872,"1,6",50,20,5,no,no,4871,"1,85",90,26,5,no,no,,,,,
11983,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4926,"1,65",70,26,5,si,no,,,,,
11993,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,,,,,,,,4764,"1,6",45,18,5
12057,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4875,"1,72",65,22,5,no,no,,,,,
12069,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4935,"1,6",52,20,4,no,no,4936,"1,85",75,22,4,no,no,,,,,
12096,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4889,"1,67",61,22,5,si,no,4888,"1,72",72,24,5,si,no,,,,,
12103,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4879,"1,7",84,29,"4,5",no,no,,,,,
12136,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4942,"1,6",55,21,4,si,no,,,,,,,,,,,,
12138,417,Nube Visco,muelles Ensacados,33 cm,4,,,,,,,,5276,"1,7",70,24,4,no,no,,,,,
12169,417,Nube Visco,muelles Ensacados,"32,5 cm",4,4933,"1,62",48,18,5,no,no,4932,"1,85",88,26,5,no,no,,,,,
12184,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,4923,"1,8",78,24,4,no,no,,,,,
12534,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,5125,"1,7",72,25,"4,5",no,no,,,,,
12627,417,Nube Visco,muelles Ensacados,"32,5 cm",4,5021,"1,65",55,20,"4,5",no,no,5022,"1,9",75,21,5,si,si,,,,,
12642,417,Nube Visco,muelles Ensacados,"32,5 cm",4,,,,,,,,5019,"1,75",75,24,"4,5",no,no,,,,,
12645,417,Nube Visco,muelles Ensacados,"32,5 cm",4,5018,"1,69",80,28,5,si,no,5017,"1,8",90,28,5,no,-,,,,,
12800,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,,,,,,,,2020,"1,5",40,18,4
12922,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,5283,"1,9",80,22,5,no,no,,,,,
12973,417,Nube Visco,muelles Ensacados,33 cm,4,,,,,,,,5285,"1,98",90,23,"4,5",no,no,,,,,
12987,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,5286,"1,7",63,22,5,no,no,,,,,
13273,417,Nube Visco,muelles Ensacados,31 cm,4,5290,"1,65",75,28,4,no,no,,,,,,,,,,,,
13784,417,Nube Visco,muelles Ensacados,31 cm,4,5294,"1,55",60,25,4,no,no,,,,,,,,,,,,
13801,417,Nube Visco,muelles Ensacados,31 cm,4,5295,"1,75",70,23,5,no,no,,,,,,,,,,,,
13832,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,5297,"1,67",65,23,5,si,no,,,,,
14016,417,Nube Visco,muelles Ensacados,31 cm,4,5303,"1,6",65,25,5,no,no,,,,,,,,,,,,
15045,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,2077,"1,85",90,26,"4,5",no,no,,,,,
15727,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,2103,"1,98",110,28,5,no,no,,,,,
15745,417,Nube Visco,muelles Ensacados,31 cm,4,2315,"1,6",60,23,4,no,no,2314,"1,8",80,25,4,no,no,,,,,
15788,417,Nube Visco,muelles Ensacados,31 cm,4,2317,"1,65",50,18,5,no,no,2316,2,100,25,5,no,no,,,,,
15835,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,,,,,,,,2323,"1,2",20,14,5
15852,417,Nube Visco,muelles Ensacados,31 cm,4,2319,"1,76",90,29,"4,5",no,no,2318,"1,7",80,28,"4,5",no,no,,,,,
15916,417,Nube Visco,muelles Ensacados,31 cm,4,2324,"1,69",70,25,4,no,no,2325,"1,75",69,23,4,no,no,,,,,
15927,417,Nube Visco,muelles Ensacados,31 cm,4,2326,"1,6",50,20,3,si,si,2327,"1,8",80,25,3,no,no,,,,,
15961,417,Nube Visco,muelles Ensacados,31 cm,4,2328,"1,68",58,21,5,si,no,2329,"1,8",75,23,5,no,no,,,,,
15974,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,2144,"1,8",80,25,4,no,no,,,,,
15998,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,2475,"1,74",62,20,5,si,no,,,,,
16005,417,Nube Visco,muelles Ensacados,31 cm,4,2331,"1,65",70,26,5,no,no,2330,"1,75",70,23,5,no,no,,,,,
16008,417,Nube Visco,muelles Ensacados,31 cm,4,2333,"1,64",85,32,3,no,no,2332,"1,74",90,30,3,no,no,,,,,
16124,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,2560,"1,85",80,23,5,no,no,,,,,
16636,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,2226,"1,8",80,25,4,no,no,,,,,
16676,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,2415,"1,65",65,24,"4,5",no,no,,,,,
17217,417,Nube Visco,muelles Ensacados,31 cm,4,2806,"1,63",65,24,5,no,no,2807,"1,8",90,28,5,no,no,,,,,
17851,417,Nube Visco,muelles Ensacados,31 cm,4,2441,"1,65",65,24,5,no,no,2440,"1,7",70,24,5,no,no,,,,,
18122,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,2819,"1,87",90,26,5,no,no,,,,,
18132,417,Nube Visco,muelles Ensacados,31 cm,4,2668,"1,64",52,19,5,no,no,2669,"1,8",80,25,5,no,no,,,,,
18295,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,2842,"1,75",64,21,5,no,no,,,,,
18312,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,2535,"1,9",95,26,5,no,no,,,,,
18468,417,Nube Visco,muelles Ensacados,31 cm,4,2292,"1,6",52,20,5,no,no,,,,,,,,,,,,
18733,417,Nube Visco,muelles Ensacados,31 cm,4,2527,"1,6",60,23,5,no,no,,,,,,,,,,,,
18735,417,Nube Visco,muelles Ensacados,31 cm,4,2790,"1,6",65,25,4,no,no,2789,"1,8",85,26,4,no,no,,,,,
18966,417,Nube Visco,muelles Ensacados,31 cm,4,2256,"1,7",80,28,5,no,no,,,,,,,,,,,,
18976,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,2802,"1,75",82,27,4,no,no,,,,,
19252,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,,,,,,,,2778,"1,2",20,14,5
19259,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,2452,"1,73",70,23,5,no,no,,,,,
19294,417,Nube Visco,muelles Ensacados,31 cm,4,2816,"1,75",70,23,5,no,no,,,,,,,,,,,,
19436,417,Nube Visco,muelles Ensacados,31 cm,4,2682,"1,65",61,22,5,no,no,2681,"1,61",63,24,5,no,no,,,,,
19807,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,2687,"1,73",68,23,4,no,no,,,,,
20203,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,2818,"1,7",80,28,4,no,no,,,,,
21620,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,3121,"1,9",95,26,5,no,no,,,,,
23458,417,Nube Visco,muelles Ensacados,31 cm,4,,,,,,,,3070,"1,8",75,23,5,si,no,,,,,
21053,949,Óptimus (Pikolín),espumación HR,21 cm,3,2387,"1,6",70,27,4,no,no,,,,,,,,,,,,
26501,949,Óptimus (Pikolín),espumación HR,21 cm,3,3047,"1,55",60,25,5,no,no,,,,,,,,,,,,
7580,806,Orquesta (Pikolín),espumación HR,29 cm,4,4161,"1,58",55,22,5,no,no,4160,"1,73",67,22,5,no,no,,,,,
7580,806,Orquesta (Pikolín),espumación HR,29 cm,4,6285,"1,58",55,22,5,no,no,6284,"1,73",67,22,5,no,no,,,,,
6202,721,Partenon,muelles,32 cm,4,,,,,,,,4131,"1,84",100,30,5,no,no,,,,,
6202,721,Partenon,muelles,32 cm,4,,,,,,,,6262,"1,84",100,30,5,no,no,,,,,
7543,721,Partenon,muelles,32 cm,4,4309,"1,75",90,29,5,no,no,4308,"1,85",98,29,5,no,no,,,,,
9975,721,Partenon,muelles,32 cm,4,,,,,,,,4848,"1,62",90,34,4,si,no,,,,,
15421,721,Partenon,muelles,31 cm,4,,,,,,,,5130,"1,7",65,22,5,no,no,,,,,
28503,1203,Party,muelles Ensacados,28 cm,4,,,,,,,,3062,"1,8",70,22,5,si,no,,,,,
18972,932,Pear,muelles,22 cm,3,,,,,,,,,,,,,,,2587,"1,2",26,18,5
19723,932,Pear,muelles,22 cm,3,,,,,,,,,,,,,,,2785,"1,3",30,18,"4,5"
20383,932,Pear,muelles,22 cm,3,,,,,,,,,,,,,,,2803,"0,96",13,14,4
6380,720,Pole,látex,"18,5 cm",2,,,,,,,,,,,,,,,4067,"1,58",45,18,4
6380,720,Pole,látex,"18,5 cm",2,,,,,,,,,,,,,,,6201,"1,58",45,18,4
20607,720,Pole,látex,"18,5 cm",2,2795,"1,6",50,20,5,no,no,,,,,,,,,,,,
8307,706,Quasar (Pikolín),espumación HR,29 cm,4,,,,,,,,4263,"1,88",78,22,5,no,no,,,,,
8307,706,Quasar (Pikolín),espumación HR,29 cm,4,,,,,,,,8275,"1,88",78,22,5,no,no,,,,,
5564,723,Race,muelles,26 cm,4,3921,"1,65",60,22,5,si,no,3920,"1,81",90,27,5,no,no,,,,,
5564,723,Race,muelles,26 cm,4,6069,"1,65",60,22,5,si,no,6068,"1,81",90,27,5,no,no,,,,,
6452,723,Race,muelles,26 cm,4,3718,"1,5",50,22,"4,5",si,si,3717,"1,75",70,23,"4,5",si,no,,,,,
6452,723,Race,muelles,26 cm,4,5874,"1,5",50,22,"4,5",si,si,5873,"1,75",70,23,"4,5",si,no,,,,,
7208,723,Race,muelles,26 cm,4,3655,"1,65",65,24,"4,5",no,no,3654,"1,8",100,31,"4,5",no,no,,,,,
7208,723,Race,muelles,26 cm,4,5813,"1,65",65,24,"4,5",no,no,5812,"1,8",100,31,"4,5",no,no,,,,,
7931,723,Race,muelles,26 cm,4,4429,"1,6",65,25,"4,5",no,no,4428,"1,83",90,27,"4,5",no,no,,,,,
8828,723,Race,muelles,26 cm,4,,,,,,,,4719,"1,7",80,28,4,si,no,,,,,
8967,723,Race,muelles,26 cm,4,,,,,,,,4352,"1,83",75,22,5,no,no,,,,,
8980,723,Race,muelles,26 cm,4,,,,,,,,4371,"1,8",78,24,4,si,si,,,,,
9007,723,Race,muelles,26 cm,4,,,,,,,,4722,"1,75",70,23,4,no,no,,,,,
9101,723,Race,muelles,26 cm,4,4418,"1,7",74,26,4,si,no,4419,"1,82",74,22,4,no,no,,,,,
9748,723,Race,muelles,26 cm,4,,,,,,,,4966,"1,76",74,24,5,no,no,,,,,
10078,723,Race,muelles,26 cm,4,4973,"1,57",55,22,5,no,no,4974,"1,8",80,25,5,no,no,,,,,
11799,723,Race,muelles,26 cm,4,,,,,,,,4886,"1,75",92,30,1,no,si,,,,,
16513,723,Race,muelles,27 cm,4,,,,,,,,2786,"1,78",70,22,4,no,no,,,,,
17369,723,Race,muelles,27 cm,4,,,,,,,,2773,"1,69",60,21,4,no,no,,,,,
17870,723,Race,muelles,27 cm,4,2674,"1,7",75,26,2,-,no,2675,"1,95",105,28,2,-,no,,,,,
23600,723,Race,muelles,27 cm,4,,,,,,,,3125,"1,8",85,26,5,no,no,,,,,
12563,650,Relojes,espumación HR,19 cm,5,,,,,,,,,,,,,,,5154,"1,4",40,20,5
14661,650,Relojes,espumación HR,19 cm,5,,,,,,,,,,,,,,,5242,"0,9",15,11,5
16671,650,Relojes,espumación HR,19 cm,5,,,,,,,,,,,,,,,2474,"1,4",37,19,"4,5"
13710,978,Rocket,muelles Ensacados,26 cm,5,,,,,,,,5221,"1,9",86,24,5,no,no,,,,,
13719,978,Rocket,muelles Ensacados,26 cm,5,,,,,,,,5090,"1,85",100,29,4,-,-,,,,,
14405,978,Rocket,muelles Ensacados,26 cm,5,,,,,,,,5114,"1,75",85,28,4,si,no,,,,,
16029,978,Rocket,muelles Ensacados,27 cm,5,,,,,,,,2263,"1,81",80,24,4,no,no,,,,,
16154,978,Rocket,muelles Ensacados,27 cm,5,2275,"1,65",80,29,5,si,no,,,,,,,,,,,,
17122,978,Rocket,muelles Ensacados,27 cm,5,2278,"1,6",53,21,5,si,no,2279,"1,8",80,25,5,no,no,,,,,
17425,978,Rocket,muelles Ensacados,27 cm,5,2286,"1,7",90,31,5,no,no,2287,"1,9",90,25,5,si,si,,,,,
18400,978,Rocket,muelles Ensacados,27 cm,5,2288,"1,65",60,22,5,si,no,2289,"1,8",73,23,5,no,no,,,,,
18755,978,Rocket,muelles Ensacados,27 cm,5,2294,"1,55",55,23,5,no,no,2293,"1,8",100,31,5,si,no,,,,,
19329,978,Rocket,muelles Ensacados,27 cm,5,2295,"1,69",68,24,5,si,no,2296,"1,86",110,32,3,no,no,,,,,
20370,978,Rocket,muelles Ensacados,27 cm,5,2321,"1,7",73,25,4,no,no,,,,,,,,,,,,
21031,978,Rocket,muelles Ensacados,27 cm,5,,,,,,,,2309,"1,75",100,33,5,si,si,,,,,
