COD PEDIDO,COD ARTICULO,NOMBRE ARTICULO,NUCLEO,GROSOR,FIRMEZA,ID MUJER1,MUJER1 altura,MUJER1 peso,MUJER1 imc,MUJER1 VALORACION,MUJER1 MOLESTIAS ANTES,MUJER1 MOLESTIAS DESPUES,ID HOMBRE1,HOMBRE1 altura,HOMBRE1 peso,HOMBRE1 imc,HOMBRE1 VALORACION,HOMBRE1 MOLESTIAS ANTES,HOMBRE1 MOLESTIAS DESPUES,ID NIÑO,NIÑO/A altura,NIÑO/A peso,NIÑO/A imc,NIÑO/A valoracion
16419,767,colchón Garbí Visco,espumación HR,30 cm,4,2756,"1,6",60,23,5,no,no,2755,"1,7",70,24,5,no,no,,,,,
16586,767,colchón Garbí Visco,espumación HR,30 cm,4,2760,"1,5",50,22,5,no,no,2759,"1,7",65,22,5,no,no,,,,,
17162,767,colchón Garbí Visco,espumación HR,30 cm,4,2800,"1,7",54,19,5,no,no,2799,"1,81",87,27,5,no,no,,,,,
18773,767,colchón Garbí Visco,espumación HR,30 cm,4,,,,,,,,,,,,,,,2777,"1,4",40,20,5
19045,767,colchón Garbí Visco,espumación HR,30 cm,4,2779,"1,55",48,20,5,si,no,,,,,,,,,,,,
19122,767,colchón Garbí Visco,espumación HR,30 cm,4,2829,"1,5",65,29,5,si,no,2828,"1,72",62,21,5,si,no,,,,,
19291,767,colchón Garbí Visco,espumación HR,30 cm,4,,,,,,,,2791,"1,82",75,23,"4,5",si,no,,,,,
20112,767,colchón Garbí Visco,espumación HR,30 cm,4,2794,"1,6",80,31,4,no,no,,,,,,,,,,,,
20448,767,colchón Garbí Visco,espumación HR,30 cm,4,2820,"1,65",62,23,5,si,no,,,,,,,,,,,,
20580,767,colchón Garbí Visco,espumación HR,30 cm,4,,,,,,,,2821,"1,8",60,19,5,no,no,,,,,
20785,767,colchón Garbí Visco,espumación HR,30 cm,4,,,,,,,,2822,"1,7",70,24,5,no,no,,,,,
24105,767,colchón Garbí Visco,espumación HR,30 cm,4,3035,"1,6",65,25,5,no,no,,,,,,,,,,,,
24183,767,colchón Garbí Visco,espumación HR,30 cm,4,3038,"1,7",65,22,5,no,no,3039,"1,87",90,26,5,no,no,,,,,
28045,767,colchón Garbí Visco,espumación HR,30 cm,4,,,,,,,,3072,"1,8",60,19,"4,5",no,no,,,,,
6058,768,colchón Garbí Visco Articulado,espumación HR,"17,5 cm",4,,,,,,,,3821,"1,7",70,24,"4,5",no,no,,,,,
6058,768,colchón Garbí Visco Articulado,espumación HR,"17,5 cm",4,,,,,,,,5973,"1,7",70,24,"4,5",no,no,,,,,
8632,768,colchón Garbí Visco Articulado,espumación HR,"17,5 cm",4,4278,"1,7",60,21,5,no,no,4277,"1,8",60,19,"4,5",no,no,,,,,
9006,768,colchón Garbí Visco Articulado,espumación HR,"17,5 cm",4,4478,"1,65",58,21,5,si,no,,,,,,,,,,,,
14153,768,colchón Garbí Visco Articulado,espumación HR,"17,5 cm",4,5229,"1,65",45,17,4,si,si,,,,,,,,,,,,
3638,292,colchón Gaudí,muelles Ensacados,29 cm,4,3316,"1,65",62,23,"4,5",no,no,3317,"1,7",72,25,"4,5",no,no,,,,,
3638,292,colchón Gaudí,muelles Ensacados,29 cm,4,5489,"1,65",62,23,"4,5",no,no,5490,"1,7",72,25,"4,5",no,no,,,,,
4856,292,colchón Gaudí,muelles Ensacados,29 cm,4,,,,,,,,4125,"1,58",98,39,3,si,no,,,,,
